scenario_id,run_index,reached_accounts,total_shares,steps,start_node_is_influencer
08,9,6829,1945,8,False
09,9,6945,1938,7,False
01,10,11,1,1,False
02,10,4466,318,16,False
03,10,6074,432,10,False
04,10,54,6,3,False
05,10,6428,1097,9,False
06,10,6838,1223,8,False
07,10,6158,1719,14,False
08,10,6784,1890,9,False
09,10,6957,1980,6,False
01,11,13,1,1,False
02,11,4585,343,29,False
03,11,6038,440,9,False
04,11,13,1,1,False
05,11,6494,1145,10,False
06,11,6828,1153,8,False
07,11,6089,1645,13,False
08,11,6826,1890,9,False
09,11,6948,1864,7,False
01,12,11,1,1,False
02,12,4344,298,29,False
03,12,5820,377,10,False
04,12,31,3,3,False
05,12,6513,1194,12,False
06,12,6834,1178,8,False
07,12,6126,1779,15,False
08,12,6793,1916,10,False
09,12,6925,1878,6,False
01,13,492,37,12,False
02,13,3636,268,26,False
03,13,6071,452,10,False
04,13,5122,893,21,False
05,13,6545,1153,13,False
06,13,6815,1209,8,False
07,13,6040,1693,15,False
08,13,6783,1904,8,False
09,13,6950,1942,7,False
01,14,59,6,3,False
02,14,4151,278,16,False
03,14,6067,422,10,False
04,14,4975,887,18,False
05,14,6561,1174,11,False
06,14,6794,1191,7,False
07,14,6204,1675,11,False
08,14,6808,1889,8,False
09,14,6932,1910,7,False
01,15,26,3,3,False
02,15,4622,331,20,False
03,15,5995,433,11,False
04,15,5220,933,14,False
05,15,6446,1138,10,False
06,15,6845,1196,8,False
07,15,6196,1717,12,False
08,15,6821,1951,9,False
09,15,6944,1874,7,False
01,16,21,2,2,False
02,16,37,2,2,False
03,16,65,2,2,False
04,16,5239,932,16,False
05,16,6496,1129,10,False
06,16,6841,1191,8,False
07,16,6133,1682,11,False
08,16,6809,1990,9,False
09,16,6948,1938,7,False
01,17,19,2,2,False
02,17,4534,318,13,False
03,17,6083,437,12,False
04,17,36,4,3,False
05,17,6590,1215,10,False
06,17,6851,1205,8,False
07,17,6231,1798,12,False
08,17,6793,1893,9,False
09,17,6933,1894,8,False
01,18,10,1,1,False
02,18,390,22,9,False
03,18,5786,380,9,False
04,18,4837,803,21,False
05,18,6449,1125,9,False
06,18,6796,1118,8,False
07,18,6151,1761,15,False
08,18,6810,1870,10,False
09,18,6957,1939,7,False
01,19,246,19,6,False
02,19,4360,295,22,False
03,19,5749,388,14,False
04,19,5255,884,21,False
05,19,6436,1131,10,False
06,19,6857,1232,8,False
07,19,6114,1684,12,False
08,19,6844,1960,8,False
09,19,6958,1943,7,False
01,20,11,1,1,False
02,20,99,5,3,False
03,20,37,1,1,False
04,20,4691,812,16,False
05,20,6534,1160,11,False
06,20,6814,1198,7,False
07,20,6256,1744,13,False
08,20,6805,1919,9,False
09,20,6944,1971,7,False
01,21,9,1,1,False
02,21,4334,287,22,False
03,21,5850,379,9,False
04,21,9,1,1,False
05,21,6479,1128,11,False
06,21,6821,1165,8,False
07,21,6184,1752,12,False
08,21,6811,1928,9,False
09,21,6940,1884,7,False
01,22,12,1,1,False
02,22,4112,291,19,False
03,22,5971,435,12,False
04,22,5023,886,20,False
05,22,6423,1075,13,False
06,22,6840,1210,8,False
07,22,6219,1740,13,False
08,22,6776,1872,9,False
09,22,6941,1944,8,False
01,23,485,35,9,True
02,23,4542,316,14,True
03,23,6028,435,10,True
04,23,5240,922,14,True
05,23,6407,1081,12,True
06,23,6796,1113,8,True
07,23,6073,1632,12,True
08,23,6774,1854,8,True
09,23,6953,1973,7,True
01,24,10,1,1,False
02,24,4444,320,21,False
03,24,5706,371,12,False
04,24,27,3,3,False
05,24,6526,1148,11,False
06,24,6803,1110,8,False
07,24,10,1,1,False
08,24,6814,1861,9,False
09,24,6949,1929,7,False
01,25,10,1,1,False
02,25,4420,326,16,False
03,25,31,1,1,False
04,25,5197,904,17,False
05,25,6551,1198,10,False
06,25,6851,1219,7,False
07,25,6132,1697,13,False
08,25,6829,1897,8,False
09,25,6944,1919,7,False
01,26,28,3,2,False
02,26,4565,330,15,False
03,26,5846,413,16,False
04,26,5086,903,18,False
05,26,6478,1132,10,False
06,26,6808,1202,7,False
07,26,6146,1756,16,False
08,26,6795,1888,9,False
09,26,6947,1948,7,False
01,27,122,13,7,False
02,27,95,5,4,False
03,27,6180,478,13,False
04,27,5166,913,16,False
05,27,6457,1121,11,False
06,27,6800,1207,8,False
07,27,6165,1740,14,False
08,27,6796,1958,8,False
09,27,6939,1960,7,False
01,28,21,2,2,False
02,28,95,5,3,False
03,28,5742,418,10,False
04,28,4945,868,19,False
05,28,6503,1144,9,False
06,28,6824,1205,9,False
07,28,6165,1705,12,False
08,28,6800,1968,8,False
09,28,6946,2002,6,False
01,29,9,1,1,False
02,29,3777,265,17,False
03,29,5975,432,11,False
04,29,9,1,1,False
05,29,6346,1091,12,False
06,29,6818,1148,8,False
07,29,6247,1786,11,False
08,29,6787,1932,9,False
09,29,6958,1984,7,False
01,30,11,1,1,False
02,30,4738,326,13,False
03,30,5841,402,12,False
04,30,4941,859,23,False
05,30,6486,1106,11,False
06,30,6823,1237,9,False
07,30,19,2,2,False
08,30,6819,1861,9,False
09,30,6958,1998,6,False
01,31,27,3,3,False
02,31,374,20,9,False
03,31,5885,429,13,False
04,31,5074,881,20,False
05,31,6437,1160,9,False
06,31,6836,1207,7,False
07,31,6246,1791,13,False
08,31,6800,1889,8,False
09,31,6934,1926,7,False
01,32,26,3,2,False
02,32,56,3,3,False
03,32,5764,412,14,False
04,32,4803,827,22,False
05,32,6562,1160,11,False
06,32,6829,1230,8,False
07,32,6122,1713,12,False
08,32,6784,1848,8,False
09,32,6926,1959,7,False
01,33,11,1,1,False
02,33,4396,301,22,False
03,33,5882,419,13,False
04,33,5236,941,19,False
05,33,6517,1133,11,False
06,33,6792,1175,8,False
07,33,6228,1787,12,False
08,33,6799,1901,9,False
09,33,6956,1939,7,False
01,34,10,1,1,False
02,34,3679,257,17,False
03,34,31,1,1,False
04,34,10,1,1,False
05,34,6379,1073,13,False
06,34,6774,1164,7,False
07,34,6179,1741,12,False
08,34,6782,1790,9,False
09,34,6928,1919,7,False
01,35,51,5,4,False
02,35,3751,254,17,False
03,35,5983,458,11,False
04,35,4943,875,17,False
05,35,6477,1109,10,False
06,35,6796,1182,7,False
07,35,6243,1770,13,False
08,35,6785,1853,10,False
09,35,6945,1917,8,False
01,36,29,3,2,False
02,36,4357,326,24,False
03,36,6222,436,10,False
04,36,5090,877,13,False
05,36,6398,1118,10,False
06,36,6855,1229,10,False
07,36,29,3,3,False
08,36,6796,1875,9,False
09,36,6947,1929,7,False
01,37,10,1,1,False
02,37,113,6,4,False
03,37,5769,406,13,False
04,37,5207,897,22,False
05,37,6506,1170,9,False
06,37,6808,1151,7,False
07,37,6141,1763,11,False
08,37,6813,1947,8,False
09,37,6954,1993,7,False
01,38,10,1,1,False
02,38,3644,264,15,False
03,38,5509,374,17,False
04,38,10,1,1,False
05,38,6413,1127,12,False
06,38,6822,1194,9,False
07,38,6175,1729,11,False
08,38,6813,1906,8,False
09,38,6943,1861,7,False
01,39,9,1,1,False
02,39,4435,325,20,False
03,39,6049,428,11,False
04,39,4861,860,18,False
05,39,6527,1151,10,False
06,39,6832,1204,8,False
07,39,6222,1762,10,False
08,39,6796,1919,9,False
09,39,6953,1931,7,False
01,40,18,2,2,False
02,40,4316,324,20,False
03,40,6052,453,12,False
04,40,4706,784,20,False
05,40,6400,1108,10,False
06,40,6866,1199,7,False
07,40,6168,1731,12,False
08,40,6764,1856,9,False
09,40,6958,1912,7,False
01,41,11,1,1,False
02,41,3617,249,15,False
03,41,5971,440,11,False
04,41,5160,905,14,False
05,41,6527,1120,10,False
06,41,6818,1192,9,False
07,41,6146,1691,13,False
08,41,6808,1905,8,False
09,41,6937,1886,7,False
01,42,125,13,10,False
02,42,4004,297,30,False
03,42,6033,434,11,False
04,42,5307,916,15,False
05,42,6446,1151,10,False
06,42,6837,1269,8,False
07,42,6110,1697,13,False
08,42,6809,1902,9,False
09,42,6956,1999,7,False
01,43,19,2,2,False
02,43,21,1,1,False
03,43,6096,451,10,False
04,43,5412,996,20,False
05,43,6514,1131,11,False
06,43,6813,1201,8,False
07,43,6110,1744,11,False
08,43,6816,1920,8,False
09,43,6961,2060,7,False
01,44,113,12,9,False
02,44,3195,220,15,False
03,44,5964,416,13,False
04,44,10,1,1,False
05,44,6454,1133,12,False
06,44,6842,1246,8,False
07,44,6123,1713,13,False
08,44,6820,1887,9,False
09,44,6956,2006,7,False
01,45,29,3,3,False
02,45,4076,289,14,False
03,45,6098,423,13,False
04,45,4979,893,17,False
05,45,6437,1109,11,False
06,45,6840,1221,8,False
07,45,6127,1710,13,False
08,45,6816,1953,8,False
09,45,6943,1933,7,False
01,46,19,2,2,False
02,46,3984,291,20,False
03,46,5643,382,12,False
04,46,5169,934,18,False
05,46,6453,1130,10,False
06,46,6822,1132,9,False
07,46,6137,1726,14,False
08,46,6809,1913,10,False
09,46,6941,1889,8,False
01,47,11,1,1,False
02,47,4457,334,15,False
03,47,194,6,5,False
04,47,5113,914,14,False
05,47,6463,1127,12,False
06,47,6813,1204,8,False
07,47,6177,1728,12,False
08,47,6808,1925,9,False
09,47,6939,1902,6,False
01,48,10,1,1,False
02,48,3965,288,17,False
03,48,6061,434,11,False
04,48,5205,930,21,False
05,48,6429,1125,10,False
06,48,6857,1258,8,False
07,48,6229,1739,15,False
08,48,6807,1916,9,False
09,48,6947,1975,7,False
01,49,11,1,1,False
02,49,3150,196,25,False
03,49,5676,384,14,False
04,49,4885,837,17,False
05,49,6445,1169,12,False
06,49,6800,1156,8,False
07,49,11,1,1,False
08,49,6793,1960,8,False
09,49,6952,2054,7,False
01,50,10,1,1,False
02,50,1458,89,27,False
03,50,5997,406,10,False
04,50,4978,846,19,False
05,50,6472,1155,11,False
06,50,6826,1240,9,False
07,50,6132,1689,12,False
08,50,6805,1963,9,False
09,50,6944,1939,6,False
