scenario_id,run_index,reached_accounts,total_shares,steps,start_node_is_influencer
08,19,6711,1580,9,False
09,19,6059,781,10,False
01,20,5570,530,14,False
02,20,49,3,3,False
03,20,17,1,1,False
04,20,6665,1524,10,False
05,20,6349,972,11,False
06,20,17,1,1,False
07,20,6878,2459,8,False
08,20,6721,1633,10,False
09,20,5957,690,12,False
01,21,5214,478,14,False
02,21,71,3,2,False
03,21,27,1,1,False
04,21,6705,1529,9,False
05,21,6443,1023,11,False
06,21,27,1,1,False
07,21,6872,2480,8,False
08,21,6800,1683,9,False
09,21,5949,733,15,False
01,22,5374,492,13,False
02,22,586,33,11,False
03,22,22,1,1,False
04,22,6590,1477,10,False
05,22,6300,919,10,False
06,22,4384,321,22,False
07,22,6889,2536,8,False
08,22,6717,1645,9,False
09,22,6032,736,11,False
01,23,5187,458,14,False
02,23,3016,170,14,False
03,23,21,1,1,False
04,23,6712,1533,8,False
05,23,6362,957,9,False
06,23,4014,299,18,False
07,23,6893,2452,8,False
08,23,6782,1680,9,False
09,23,6010,720,12,False
01,24,4856,434,22,False
02,24,17,1,1,False
03,24,55,3,3,False
04,24,6652,1463,10,False
05,24,6222,934,11,False
06,24,17,1,1,False
07,24,6893,2463,9,False
08,24,6725,1651,9,False
09,24,5793,688,15,False
01,25,5324,504,13,False
02,25,3228,188,16,False
03,25,36,2,2,False
04,25,6712,1543,9,False
05,25,6306,959,12,False
06,25,4998,378,15,False
07,25,6900,2468,8,False
08,25,6742,1650,8,False
09,25,6026,731,12,False
01,26,5313,456,30,False
02,26,3799,229,17,False
03,26,19,1,1,False
04,26,6702,1503,10,False
05,26,6313,940,11,False
06,26,19,1,1,False
07,26,6909,2487,8,False
08,26,6700,1664,9,False
09,26,6052,734,13,False
01,27,5285,527,16,False
02,27,80,4,2,False
03,27,18,1,1,False
04,27,6697,1565,10,False
05,27,6279,910,12,False
06,27,111,6,5,False
07,27,6870,2467,8,False
08,27,6707,1580,9,False
09,27,6057,748,13,False
01,28,21,1,1,False
02,28,3709,226,20,False
03,28,21,1,1,False
04,28,6688,1558,8,False
05,28,6333,988,11,False
06,28,4638,363,22,False
07,28,6887,2455,8,False
08,28,6731,1588,9,False
09,28,6078,713,13,False
01,29,5542,524,17,False
02,29,39,2,2,False
03,29,18,1,1,False
04,29,6644,1503,9,False
05,29,6319,932,13,False
06,29,121,7,5,False
07,29,6872,2492,8,False
08,29,6733,1633,10,False
09,29,5905,681,15,False
01,30,5275,485,15,False
02,30,84,4,4,False
03,30,37,2,2,False
04,30,6667,1524,8,False
05,30,20,1,1,False
06,30,37,2,2,False
07,30,6893,2445,8,False
08,30,6721,1626,10,False
09,30,6047,752,12,False
01,31,5358,474,14,False
02,31,3658,218,12,False
03,31,16,1,1,False
04,31,6668,1474,8,False
05,31,6383,927,10,False
06,31,4224,297,15,False
07,31,6887,2478,8,False
08,31,6678,1554,9,False
09,31,6023,671,16,False
01,32,5345,486,13,False
02,32,2959,176,21,False
03,32,34,2,2,False
04,32,6658,1482,10,False
05,32,17,1,1,False
06,32,5071,407,18,False
07,32,6907,2511,8,False
08,32,6734,1595,9,False
09,32,5984,745,12,False
01,33,5120,469,16,False
02,33,602,33,11,False
03,33,35,2,2,False
04,33,6700,1569,10,False
05,33,6364,969,12,False
06,33,4688,351,14,False
07,33,6883,2425,8,False
08,33,6748,1624,10,False
09,33,5808,657,16,False
01,34,4965,441,23,False
02,34,21,1,1,False
03,34,39,2,2,False
04,34,6615,1506,9,False
05,34,6235,929,11,False
06,34,96,5,3,False
07,34,6878,2490,8,False
08,34,6742,1673,9,False
09,34,5934,753,13,False
01,35,4907,439,13,False
02,35,152,8,4,False
03,35,18,1,1,False
04,35,6687,1439,9,False
05,35,18,1,1,False
06,35,18,1,1,False
07,35,6902,2484,8,False
08,35,6710,1595,9,False
09,35,5985,738,17,False
01,36,62,3,3,False
02,36,2703,156,21,False
03,36,38,2,2,False
04,36,6703,1523,10,False
05,36,6306,922,10,False
06,36,4318,317,15,False
07,36,6891,2546,8,False
08,36,6747,1653,9,False
09,36,6078,727,10,False
01,37,5576,516,12,False
02,37,3107,198,19,False
03,37,22,1,1,False
04,37,6725,1581,9,False
05,37,6253,924,11,False
06,37,22,1,1,False
07,37,6895,2430,8,False
08,37,6724,1602,10,False
09,37,5979,695,13,False
01,38,5103,457,17,False
02,38,18,1,1,False
03,38,271,15,7,False
04,38,6720,1520,9,False
05,38,6271,946,11,False
06,38,4338,297,18,False
07,38,6889,2492,7,False
08,38,6738,1666,9,False
09,38,5827,716,11,False
01,39,19,1,1,False
02,39,4043,248,16,False
03,39,96,5,4,False
04,39,6656,1501,9,False
05,39,6419,990,12,False
06,39,4769,345,21,False
07,39,6873,2497,8,False
08,39,6707,1638,9,False
09,39,6021,766,12,False
01,40,5483,497,12,True
02,40,411,14,4,True
03,40,237,4,2,True
04,40,6719,1543,7,True
05,40,6229,903,7,True
06,40,4932,398,11,True
07,40,6895,2450,7,True
08,40,6687,1574,8,True
09,40,5973,713,9,True
01,41,5340,487,16,False
02,41,41,2,2,False
03,41,21,1,1,False
04,41,6630,1479,9,False
05,41,6387,930,10,False
06,41,4529,325,15,False
07,41,6905,2474,8,False
08,41,6733,1574,9,False
09,41,5969,708,13,False
01,42,5075,480,18,False
02,42,20,1,1,False
03,42,330,18,11,False
04,42,6720,1521,10,False
05,42,6242,946,11,False
06,42,4628,365,15,False
07,42,6881,2460,9,False
08,42,6699,1583,10,False
09,42,5932,690,15,False
01,43,5264,479,17,False
02,43,3326,204,18,False
03,43,40,2,2,False
04,43,6673,1493,10,False
05,43,6433,1044,11,False
06,43,39,2,2,False
07,43,6878,2518,8,False
08,43,6698,1617,10,False
09,43,5977,766,13,False
01,44,20,1,1,False
02,44,3564,224,16,False
03,44,20,1,1,False
04,44,6682,1485,10,False
05,44,6228,927,11,False
06,44,4792,369,21,False
07,44,6894,2461,8,False
08,44,6754,1672,9,False
09,44,5783,636,12,False
01,45,21,1,1,False
02,45,4218,271,16,False
03,45,21,1,1,False
04,45,6721,1578,8,False
05,45,6452,1024,11,False
06,45,5258,389,20,False
07,45,6893,2489,7,False
08,45,6718,1631,9,False
09,45,5800,711,15,False
01,46,4935,446,16,False
02,46,20,1,1,False
03,46,40,2,2,False
04,46,6688,1533,9,False
05,46,6366,1008,10,False
06,46,4874,390,17,False
07,46,6891,2507,9,False
08,46,6728,1590,9,False
09,46,5924,709,17,False
01,47,5363,477,13,False
02,47,15,1,1,False
03,47,221,12,6,False
04,47,6716,1599,8,False
05,47,6344,950,14,False
06,47,4300,303,14,False
07,47,6895,2496,8,False
08,47,6765,1594,10,False
09,47,6033,744,12,False
01,48,4533,394,19,False
02,48,36,2,2,False
03,48,36,2,2,False
04,48,6692,1589,9,False
05,48,6421,992,10,False
06,48,4088,307,18,False
07,48,6877,2501,9,False
08,48,6713,1627,10,False
09,48,5864,671,12,False
01,49,5177,467,16,False
02,49,3073,173,16,False
03,49,22,1,1,False
04,49,6752,1560,10,False
05,49,6330,932,11,False
06,49,4358,328,20,False
07,49,6903,2499,8,False
08,49,6777,1635,9,False
09,49,6046,704,12,False
01,50,5440,511,16,False
02,50,18,1,1,False
03,50,18,1,1,False
04,50,6680,1485,10,False
05,50,18,1,1,False
06,50,38,2,2,False
07,50,6892,2492,8,False
08,50,6705,1620,9,False
09,50,6014,710,12,False
