scenario_id,run_index,reached_accounts,total_shares,steps,start_node_is_influencer
03,15,1149,68,12,False
04,15,6517,1113,10,False
05,15,5712,609,12,False
06,15,3294,169,11,False
07,15,6495,1143,12,False
08,15,6150,744,9,False
09,15,3800,253,9,False
01,16,6292,1056,10,False
02,16,5775,626,11,False
03,16,478,26,5,False
04,16,6462,1062,11,False
05,16,5837,658,10,False
06,16,1857,109,10,False
07,16,6496,1148,9,False
08,16,21,1,1,False
09,16,3323,223,11,False
01,17,6443,1016,9,True
02,17,5706,590,9,True
03,17,2202,117,10,True
04,17,6424,1071,7,True
05,17,5880,624,12,True
06,17,3575,189,12,True
07,17,6527,1113,8,True
08,17,5975,661,9,True
09,17,3966,246,7,True
01,18,6486,1105,10,False
02,18,5922,667,13,False
03,18,2729,122,11,False
04,18,6538,1155,8,False
05,18,5882,610,17,False
06,18,3364,180,11,False
07,18,6392,1097,10,False
08,18,5824,688,12,False
09,18,4030,274,10,False
01,19,6515,1083,11,False
02,19,5512,594,13,False
03,19,885,41,11,False
04,19,6511,1064,11,False
05,19,5604,598,12,False
06,19,2981,171,10,False
07,19,6401,1111,10,False
08,19,5808,675,10,False
09,19,3338,215,9,False
01,20,6403,1008,12,False
02,20,5626,589,12,False
03,20,1433,78,11,False
04,20,6323,1064,12,False
05,20,5742,612,11,False
06,20,1787,104,12,False
07,20,6445,1114,9,False
08,20,5642,647,11,False
09,20,3677,242,11,False
01,21,6319,1059,11,False
02,21,5404,553,13,False
03,21,452,25,6,False
04,21,17,1,1,False
05,21,5867,645,10,False
06,21,2285,127,13,False
07,21,6451,1146,9,False
08,21,5787,665,11,False
09,21,3625,246,8,False
01,22,6482,1051,10,False
02,22,5792,609,14,False
03,22,1273,57,11,False
04,22,6475,1072,11,False
05,22,5775,645,12,False
06,22,2993,159,14,False
07,22,6305,1066,11,False
08,22,5757,651,12,False
09,22,3318,228,9,False
01,23,6425,1115,11,False
02,23,5705,617,11,False
03,23,1516,75,11,False
04,23,6476,1099,9,False
05,23,5718,636,12,False
06,23,3234,184,16,False
07,23,6355,1071,10,False
08,23,5779,635,11,False
09,23,3153,198,10,False
01,24,6451,1064,10,False
02,24,5695,610,12,False
03,24,887,41,11,False
04,24,6421,1094,9,False
05,24,5686,603,11,False
06,24,3443,192,12,False
07,24,6455,1108,12,False
08,24,5660,627,10,False
09,24,3606,252,11,False
01,25,6497,1151,12,False
02,25,5939,653,14,False
03,25,658,36,7,False
04,25,6559,1134,12,False
05,25,5542,575,12,False
06,25,2169,116,12,False
07,25,6460,1127,10,False
08,25,5955,735,10,False
09,25,4311,299,9,False
01,26,6365,1017,11,False
02,26,5560,581,13,False
03,26,2216,112,16,False
04,26,6371,1044,10,False
05,26,5963,681,12,False
06,26,2518,150,12,False
07,26,6462,1124,12,False
08,26,5954,711,11,False
09,26,3591,257,9,False
01,27,6563,1154,10,False
02,27,5639,606,16,False
03,27,1380,65,13,False
04,27,6440,1064,10,False
05,27,5762,628,13,False
06,27,2132,112,9,False
07,27,6448,1071,9,False
08,27,5874,684,11,False
09,27,3597,237,8,False
01,28,6431,1052,11,False
02,28,5596,578,11,False
03,28,2154,101,15,False
04,28,6368,1070,11,False
05,28,5703,616,11,False
06,28,2605,148,11,False
07,28,6398,1077,10,False
08,28,5991,697,9,False
09,28,2971,195,10,False
01,29,6313,1017,9,False
02,29,5780,653,12,False
03,29,2238,105,9,False
04,29,6530,1080,9,False
05,29,5671,646,12,False
06,29,2944,150,16,False
07,29,6556,1157,9,False
08,29,6061,712,11,False
09,29,3815,266,8,False
01,30,6395,1016,10,False
02,30,5668,572,11,False
03,30,545,29,9,False
04,30,6508,1122,9,False
05,30,5836,657,12,False
06,30,1865,109,13,False
07,30,6464,1125,9,False
08,30,5753,690,12,False
09,30,3877,257,10,False
01,31,6493,1139,10,True
02,31,5865,645,9,True
03,31,1577,75,8,True
04,31,6418,1104,8,True
05,31,5884,628,8,True
06,31,2068,117,10,True
07,31,6448,1116,9,True
08,31,5653,617,8,True
09,31,4346,288,8,True
01,32,6401,1049,8,False
02,32,5979,664,11,False
03,32,1375,75,10,False
04,32,6408,1042,10,False
05,32,5890,658,14,False
06,32,1979,112,10,False
07,32,6498,1120,10,False
08,32,6064,717,9,False
09,32,4303,302,9,False
01,33,6466,1074,10,True
02,33,5572,564,11,True
03,33,1104,55,6,True
04,33,6523,1117,10,True
05,33,6081,689,9,True
06,33,3073,178,11,True
07,33,6487,1153,9,True
08,33,6063,708,8,True
09,33,4458,278,9,True
01,34,6415,1046,9,False
02,34,5832,671,11,False
03,34,2192,108,20,False
04,34,6429,1078,9,False
05,34,5346,562,17,False
06,34,2956,169,13,False
07,34,6536,1137,10,False
08,34,5869,656,11,False
09,34,4158,274,11,False
01,35,6399,1088,10,False
02,35,5734,614,14,False
03,35,1845,98,19,False
04,35,6423,1067,9,False
05,35,5725,655,10,False
06,35,1801,108,10,False
07,35,6403,1063,10,False
08,35,5975,712,11,False
09,35,4262,294,13,False
01,36,6463,1139,10,False
02,36,5899,618,11,False
03,36,664,37,9,False
04,36,6379,1074,10,False
05,36,5882,645,10,False
06,36,3365,198,10,False
07,36,6404,1103,13,False
08,36,5527,623,9,False
09,36,3695,237,11,False
01,37,6407,1076,10,False
02,37,5888,649,13,False
03,37,1925,96,13,False
04,37,6445,1103,10,False
05,37,5589,571,11,False
06,37,2571,150,11,False
07,37,6510,1139,10,False
08,37,5757,685,11,False
09,37,4057,273,11,False
01,38,6541,1198,10,False
02,38,5733,614,11,False
03,38,1654,95,10,False
04,38,6415,1065,9,False
05,38,5722,606,11,False
06,38,2987,158,11,False
07,38,6459,1095,9,False
08,38,5596,634,12,False
09,38,4127,261,9,False
01,39,6417,1086,10,False
02,39,5429,542,13,False
03,39,615,35,7,False
04,39,6418,1085,11,False
05,39,5706,617,13,False
06,39,3693,224,11,False
07,39,6514,1142,9,False
08,39,5963,696,11,False
09,39,3643,258,8,False
01,40,6525,1159,10,False
02,40,5834,640,11,False
03,40,993,48,14,False
04,40,6481,1133,9,False
05,40,5863,650,13,False
06,40,2218,132,10,False
07,40,6532,1146,8,False
08,40,5783,652,9,False
09,40,3603,259,8,False
01,41,6433,1124,11,False
02,41,5774,624,15,False
03,41,2442,126,14,False
04,41,6468,1098,11,False
05,41,5615,618,11,False
06,41,3513,185,15,False
07,41,6433,1101,11,False
08,41,5763,685,11,False
09,41,3463,236,11,False
01,42,6484,1141,11,False
02,42,5636,606,11,False
03,42,1158,59,12,False
04,42,6447,1078,10,False
05,42,5375,566,18,False
06,42,2631,140,9,False
07,42,6454,1107,10,False
08,42,5751,683,10,False
09,42,3892,266,10,False
01,43,6382,1034,11,False
02,43,5716,600,12,False
03,43,286,16,4,False
04,43,6479,1098,10,False
05,43,5677,599,14,False
06,43,2672,137,12,False
07,43,6477,1078,9,False
08,43,5989,726,10,False
09,43,4133,265,10,False
01,44,6473,1083,11,False
02,44,5855,633,14,False
03,44,1772,93,10,False
04,44,6374,1030,10,False
05,44,5586,602,11,False
06,44,2762,154,15,False
07,44,6432,1098,10,False
08,44,5779,670,14,False
09,44,4130,259,7,False
01,45,6550,1158,11,False
02,45,5718,648,11,False
03,45,1147,51,10,False
04,45,6476,1093,11,False
05,45,5614,599,13,False
06,45,1961,118,10,False
07,45,6433,1105,9,False
08,45,5678,641,11,False
09,45,3414,215,10,False
01,46,6468,1084,9,True
02,46,5895,671,10,True
03,46,3101,156,12,True
04,46,6430,1119,8,True
05,46,5688,653,11,True
06,46,3407,192,8,True
07,46,6434,1094,8,True
08,46,5756,675,8,True
09,46,3810,249,8,True
01,47,6395,1071,11,False
02,47,5566,559,14,False
03,47,1039,62,9,False
04,47,6441,1136,11,False
05,47,5398,580,14,False
06,47,2964,158,16,False
07,47,6398,1069,10,False
08,47,5848,658,9,False
09,47,3361,226,11,False
01,48,6295,1023,11,False
02,48,5361,536,15,False
03,48,1391,65,12,False
04,48,6472,1097,12,False
05,48,5531,633,12,False
06,48,2090,130,12,False
07,48,6467,1059,11,False
08,48,5733,624,12,False
09,48,3669,244,10,False
01,49,6463,1107,9,False
02,49,5764,574,13,False
03,49,3200,167,19,False
04,49,6385,1075,10,False
05,49,5772,655,10,False
06,49,3114,162,14,False
07,49,6561,1187,8,False
08,49,5857,645,10,False
09,49,3702,259,10,False
01,50,6397,1083,10,False
02,50,5567,565,13,False
03,50,1007,57,14,False
04,50,6467,1070,10,False
05,50,5642,615,11,False
06,50,3223,180,9,False
07,50,6482,1130,9,False
08,50,5844,671,10,False
09,50,4174,288,10,False
