scenario_id,run_index,reached_accounts,total_shares,steps,start_node_is_influencer
06,10,6105,818,10,False
07,10,2973,647,18,False
08,10,3532,728,18,False
09,10,4132,880,17,False
01,11,6628,1376,10,False
02,11,6638,1383,10,False
03,11,6631,1367,10,False
04,11,6020,792,11,False
05,11,5928,744,11,False
06,11,6148,813,12,False
07,11,2727,525,19,False
08,11,3107,643,17,False
09,11,3989,805,16,False
01,12,6636,1372,9,False
02,12,6676,1476,9,False
03,12,6696,1455,10,False
04,12,6220,833,11,False
05,12,5871,729,11,False
06,12,6119,821,10,False
07,12,3569,785,21,False
08,12,3075,602,18,False
09,12,20,1,1,False
01,13,6596,1352,10,False
02,13,6640,1455,8,False
03,13,6651,1432,10,False
04,13,6170,790,12,False
05,13,6104,773,11,False
06,13,6093,817,11,False
07,13,3445,723,27,False
08,13,3152,641,19,False
09,13,3836,776,16,False
01,14,6656,1437,9,False
02,14,6614,1372,9,False
03,14,6630,1441,10,False
04,14,6234,796,11,False
05,14,6105,757,13,False
06,14,6070,763,10,False
07,14,3062,624,27,False
08,14,3580,735,25,False
09,14,3735,762,16,False
01,15,6630,1437,10,False
02,15,6675,1401,9,False
03,15,6657,1424,10,False
04,15,6107,804,12,False
05,15,5861,729,12,False
06,15,6149,823,10,False
07,15,3207,690,22,False
08,15,3510,750,19,False
09,15,3428,733,15,False
01,16,6596,1367,11,False
02,16,6649,1425,9,False
03,16,6642,1387,11,False
04,16,6107,791,12,False
05,16,5957,752,11,False
06,16,6088,848,10,False
07,16,3671,814,20,False
08,16,3731,836,17,False
09,16,3299,664,15,False
01,17,6594,1396,10,False
02,17,6617,1412,10,False
03,17,6615,1400,9,False
04,17,6080,803,11,False
05,17,6115,843,11,False
06,17,6184,874,12,False
07,17,2806,564,21,False
08,17,3788,805,20,False
09,17,4226,932,15,False
01,18,6611,1417,12,False
02,18,6630,1404,9,False
03,18,6665,1388,9,False
04,18,5992,770,11,False
05,18,6098,809,11,False
06,18,6106,805,10,False
07,18,2990,618,17,False
08,18,3461,718,16,False
09,18,4095,873,15,False
01,19,6608,1374,10,False
02,19,6586,1373,10,False
03,19,6653,1375,9,False
04,19,6010,753,11,False
05,19,5856,711,12,False
06,19,19,1,1,False
07,19,1371,260,29,False
08,19,3361,700,20,False
09,19,3979,849,15,False
01,20,6595,1412,10,False
02,20,6640,1449,10,False
03,20,6657,1386,11,False
04,20,5983,769,11,False
05,20,6121,819,10,False
06,20,6206,829,10,False
07,20,3211,653,21,False
08,20,3509,754,18,False
09,20,3384,709,18,False
01,21,6717,1465,10,False
02,21,21,1,1,False
03,21,6632,1427,11,False
04,21,5979,725,13,False
05,21,6041,790,10,False
06,21,6204,861,10,False
07,21,2811,582,28,False
08,21,3342,669,26,False
09,21,3637,768,18,False
01,22,6612,1347,9,False
02,22,6620,1356,10,False
03,22,6570,1383,12,False
04,22,6297,856,11,False
05,22,6133,808,10,False
06,22,5979,763,10,False
07,22,3347,689,22,False
08,22,3171,661,21,False
09,22,3661,767,16,False
01,23,6610,1358,8,True
02,23,6613,1353,7,True
03,23,6668,1369,8,True
04,23,5853,675,13,True
05,23,6049,759,9,True
06,23,6162,785,9,True
07,23,2972,618,14,True
08,23,4318,951,18,True
09,23,4257,972,14,True
01,24,6625,1396,10,False
02,24,6597,1364,9,False
03,24,6663,1410,12,False
04,24,6004,800,11,False
05,24,6116,780,11,False
06,24,6037,782,11,False
07,24,3605,799,29,False
08,24,3342,699,22,False
09,24,3948,855,15,False
01,25,6577,1359,11,False
02,25,6667,1417,9,False
03,25,6636,1409,11,False
04,25,5982,772,12,False
05,25,6142,780,10,False
06,25,6191,824,10,False
07,25,3079,635,24,False
08,25,3729,784,18,False
09,25,2715,516,18,False
01,26,6663,1423,7,True
02,26,6654,1427,8,True
03,26,6576,1323,8,True
04,26,6043,728,12,True
05,26,5916,746,9,True
06,26,6173,801,8,True
07,26,3052,665,21,True
08,26,3639,791,15,True
09,26,3849,783,18,True
01,27,6625,1398,10,False
02,27,6641,1380,12,False
03,27,6631,1388,10,False
04,27,5953,760,12,False
05,27,5958,756,10,False
06,27,6127,863,15,False
07,27,3362,704,30,False
08,27,3505,725,20,False
09,27,3646,768,21,False
01,28,6706,1401,10,False
02,28,6651,1439,10,False
03,28,6675,1401,9,False
04,28,20,1,1,False
05,28,5979,747,11,False
06,28,6086,795,12,False
07,28,2917,589,25,False
08,28,4077,900,16,False
09,28,4009,834,14,False
01,29,6628,1408,9,False
02,29,6606,1396,11,False
03,29,6627,1386,9,False
04,29,6116,780,11,False
05,29,5887,734,13,False
06,29,6126,794,12,False
07,29,3571,742,23,False
08,29,2387,468,23,False
09,29,3863,781,14,False
01,30,6627,1358,11,False
02,30,6658,1420,8,False
03,30,6639,1439,9,False
04,30,5761,720,11,False
05,30,5761,722,13,False
06,30,6032,815,12,False
07,30,3281,673,19,False
08,30,3613,783,21,False
09,30,4019,856,14,False
01,31,6619,1409,10,False
02,31,6664,1361,10,False
03,31,6703,1494,10,False
04,31,6126,710,11,False
05,31,6118,785,12,False
06,31,6148,812,10,False
07,31,3259,685,26,False
08,31,3830,844,21,False
09,31,4365,958,14,False
01,32,6591,1337,11,False
02,32,6605,1357,10,False
03,32,6558,1393,10,False
04,32,6093,803,12,False
05,32,6196,798,9,False
06,32,6171,867,11,False
07,32,2711,565,30,False
08,32,3519,733,20,False
09,32,3310,658,13,False
01,33,6599,1395,9,False
02,33,6607,1395,9,False
03,33,6625,1386,9,False
04,33,5898,725,10,False
05,33,6115,805,11,False
06,33,6082,812,13,False
07,33,3623,748,27,False
08,33,3585,775,19,False
09,33,3854,784,20,False
01,34,6614,1375,9,False
02,34,6625,1382,9,False
03,34,6638,1381,9,False
04,34,5766,687,11,False
05,34,6219,840,14,False
06,34,6056,804,10,False
07,34,3024,596,24,False
08,34,3619,786,20,False
09,34,3665,776,18,False
01,35,6679,1419,9,False
02,35,6645,1405,9,False
03,35,6639,1433,10,False
04,35,6058,739,11,False
05,35,5979,752,13,False
06,35,6122,807,11,False
07,35,3088,630,26,False
08,35,3652,797,19,False
09,35,3722,788,19,False
01,36,6612,1379,9,False
02,36,6668,1414,9,False
03,36,6646,1387,10,False
04,36,6120,766,12,False
05,36,6051,763,9,False
06,36,6055,842,10,False
07,36,2599,511,22,False
08,36,3641,780,16,False
09,36,3726,789,16,False
01,37,6630,1401,9,False
02,37,6647,1387,10,False
03,37,6620,1417,10,False
04,37,6137,771,12,False
05,37,6170,816,11,False
06,37,6147,876,13,False
07,37,3258,688,28,False
08,37,3228,683,21,False
09,37,3468,724,20,False
01,38,6592,1435,8,False
02,38,6626,1368,9,False
03,38,6605,1376,10,False
04,38,6154,773,14,False
05,38,6119,785,10,False
06,38,6157,823,10,False
07,38,2993,619,19,False
08,38,3505,772,30,False
09,38,4057,916,15,False
01,39,6624,1359,12,False
02,39,6608,1402,11,False
03,39,6642,1406,8,False
04,39,6034,750,13,False
05,39,6100,798,12,False
06,39,6231,881,9,False
07,39,1846,364,30,False
08,39,3074,620,20,False
09,39,4028,879,22,False
01,40,6666,1373,9,False
02,40,6611,1364,11,False
03,40,6614,1319,9,False
04,40,6071,720,14,False
05,40,6118,804,11,False
06,40,6196,785,11,False
07,40,3373,735,17,False
08,40,3578,750,23,False
09,40,3873,798,19,False
01,41,6601,1389,10,False
02,41,6655,1440,10,False
03,41,6653,1411,9,False
04,41,6103,809,11,False
05,41,6109,785,12,False
06,41,6336,862,10,False
07,41,2128,442,30,False
08,41,3473,719,16,False
09,41,3993,820,19,False
01,42,6652,1392,10,False
02,42,6582,1364,10,False
03,42,6650,1410,10,False
04,42,6054,772,11,False
05,42,6074,785,10,False
06,42,6265,897,9,False
07,42,2569,507,22,False
08,42,3099,594,27,False
09,42,3876,810,16,False
01,43,6630,1443,9,False
02,43,6659,1407,10,False
03,43,6642,1384,9,False
04,43,5950,767,11,False
05,43,5999,756,10,False
06,43,5976,768,11,False
07,43,3822,847,20,False
08,43,3744,827,17,False
09,43,3810,820,19,False
01,44,6614,1412,10,False
02,44,6602,1405,10,False
03,44,6640,1409,10,False
04,44,6120,771,12,False
05,44,5984,773,12,False
06,44,6086,824,11,False
07,44,2924,631,30,False
08,44,3669,813,16,False
09,44,3931,844,17,False
01,45,6647,1436,11,False
02,45,6655,1374,13,False
03,45,6596,1319,11,False
04,45,6148,801,9,False
05,45,6042,769,12,False
06,45,6057,800,10,False
07,45,3866,855,19,False
08,45,3228,658,20,False
09,45,4142,921,17,False
01,46,6646,1369,10,False
02,46,6622,1409,10,False
03,46,6676,1446,9,False
04,46,6138,774,12,False
05,46,6203,826,11,False
06,46,6112,831,9,False
07,46,3289,707,23,False
08,46,3014,624,20,False
09,46,3800,802,18,False
01,47,6655,1460,9,False
02,47,6700,1458,9,False
03,47,6656,1394,10,False
04,47,6084,774,12,False
05,47,6034,770,10,False
06,47,6210,882,10,False
07,47,2995,634,29,False
08,47,4105,896,22,False
09,47,4117,879,16,False
01,48,6652,1388,7,True
02,48,6688,1416,9,True
03,48,6619,1395,7,True
04,48,6103,796,9,True
05,48,6045,746,11,True
06,48,6166,835,9,True
07,48,2853,559,15,True
08,48,3381,740,17,True
09,48,3835,831,19,True
01,49,6673,1399,9,False
02,49,6652,1373,8,False
03,49,6605,1304,10,False
04,49,6187,816,11,False
05,49,6077,806,12,False
06,49,6196,861,11,False
07,49,3632,774,23,False
08,49,2952,615,28,False
09,49,3546,755,15,False
01,50,6654,1393,10,False
02,50,6582,1356,10,False
03,50,6638,1401,9,False
04,50,5982,801,11,False
05,50,6149,815,13,False
06,50,6169,843,10,False
07,50,3620,740,30,False
08,50,3633,758,17,False
09,50,3891,811,13,False
