scenario_id,run_index,reached_accounts,total_shares,steps,start_node_is_influencer
06,24,571,129,17,False
07,24,6369,1427,10,False
08,24,4991,1057,13,False
09,24,1264,258,14,False
01,25,6310,1338,13,False
02,25,4563,945,19,False
03,25,252,58,8,False
04,25,6234,1299,11,False
05,25,5239,1096,14,False
06,25,541,117,11,False
07,25,6266,1328,12,False
08,25,5017,1078,14,False
09,25,916,180,10,False
01,26,6129,1255,12,False
02,26,4879,1014,19,False
03,26,122,24,6,False
04,26,6291,1346,10,False
05,26,4976,1047,17,False
06,26,277,39,6,False
07,26,6343,1401,13,False
08,26,5126,1098,15,False
09,26,1242,270,11,False
01,27,6233,1300,10,False
02,27,4815,1010,18,False
03,27,124,26,5,False
04,27,6328,1345,11,False
05,27,4575,945,12,False
06,27,487,98,8,False
07,27,6232,1337,10,False
08,27,4907,1043,17,False
09,27,1038,226,11,False
01,28,6358,1370,12,False
02,28,5054,1060,16,False
03,28,113,20,5,False
04,28,6298,1339,11,False
05,28,4745,1009,15,False
06,28,509,119,9,False
07,28,6257,1330,11,False
08,28,5062,1121,12,False
09,28,1116,234,10,False
01,29,6177,1265,10,False
02,29,4509,953,21,False
03,29,195,52,8,False
04,29,6174,1268,11,False
05,29,4867,1035,16,False
06,29,639,137,14,False
07,29,6210,1280,12,False
08,29,5304,1167,14,False
09,29,1288,300,19,False
01,30,6345,1359,11,False
02,30,5205,1144,15,False
03,30,834,176,9,False
04,30,6248,1343,11,False
05,30,4749,978,14,False
06,30,369,69,11,False
07,30,6341,1350,9,False
08,30,5048,1036,13,False
09,30,893,170,11,False
01,31,6245,1287,12,False
02,31,4813,1017,15,False
03,31,162,40,9,False
04,31,6314,1361,11,False
05,31,4403,905,16,False
06,31,858,177,12,False
07,31,6355,1320,10,False
08,31,4803,994,13,False
09,31,1044,217,10,False
01,32,6174,1307,12,False
02,32,5065,1088,17,False
03,32,115,22,4,False
04,32,6238,1306,12,False
05,32,4666,1003,16,False
06,32,551,110,17,False
07,32,6268,1291,11,False
08,32,4814,994,17,False
09,32,1117,248,11,False
01,33,6173,1273,10,False
02,33,4831,984,18,False
03,33,370,76,8,False
04,33,6224,1317,12,False
05,33,4942,1061,17,False
06,33,924,207,13,False
07,33,6295,1345,10,False
08,33,4899,997,14,False
09,33,1075,223,13,False
01,34,6290,1348,9,True
02,34,4912,1085,13,True
03,34,423,86,11,True
04,34,6261,1324,10,True
05,34,4853,998,13,True
06,34,770,170,18,True
07,34,6276,1281,9,True
08,34,5094,1064,12,True
09,34,1377,292,10,True
01,35,6298,1363,13,False
02,35,5085,1087,19,False
03,35,107,16,7,False
04,35,6344,1369,10,False
05,35,5247,1139,13,False
06,35,394,73,10,False
07,35,6230,1324,12,False
08,35,5001,1040,15,False
09,35,1284,305,11,False
01,36,6264,1341,12,False
02,36,4922,1098,15,False
03,36,291,58,7,False
04,36,21,1,1,False
05,36,4996,1043,15,False
06,36,476,98,8,False
07,36,6345,1339,11,False
08,36,5048,1064,15,False
09,36,959,183,9,False
01,37,6208,1276,10,False
02,37,4975,1015,16,False
03,37,178,36,7,False
04,37,6291,1310,11,False
05,37,5020,1040,17,False
06,37,638,140,8,False
07,37,6234,1280,11,False
08,37,4682,979,15,False
09,37,1125,220,13,False
01,38,6250,1353,10,False
02,38,4951,1034,15,False
03,38,137,27,6,False
04,38,6126,1286,10,False
05,38,5158,1128,15,False
06,38,437,90,9,False
07,38,6234,1319,10,False
08,38,4891,1034,14,False
09,38,932,169,11,False
01,39,6103,1255,14,False
02,39,4977,1053,15,False
03,39,18,1,1,False
04,39,6242,1270,12,False
05,39,5118,1081,16,False
06,39,542,119,9,False
07,39,6334,1377,10,False
08,39,5088,1020,14,False
09,39,1226,284,15,False
01,40,6269,1352,12,False
02,40,5046,1067,19,False
03,40,748,149,12,False
04,40,6316,1368,12,False
05,40,5167,1095,16,False
06,40,617,132,15,False
07,40,6303,1282,13,False
08,40,5033,1035,13,False
09,40,1015,200,10,False
01,41,6231,1277,12,False
02,41,4939,1023,14,False
03,41,344,69,7,False
04,41,6148,1309,10,False
05,41,5258,1124,19,False
06,41,417,72,10,False
07,41,6386,1392,11,False
08,41,4849,998,17,False
09,41,1141,228,8,False
01,42,6323,1367,11,False
02,42,4700,991,29,False
03,42,234,49,7,False
04,42,6287,1326,10,False
05,42,4974,1057,18,False
06,42,670,146,10,False
07,42,6391,1385,8,False
08,42,5164,1119,13,False
09,42,1000,213,12,False
01,43,6227,1312,11,False
02,43,4974,1050,16,False
03,43,223,41,7,False
04,43,6322,1347,11,False
05,43,4562,934,17,False
06,43,681,151,9,False
07,43,6246,1275,10,False
08,43,5117,1053,13,False
09,43,1078,224,14,False
01,44,6301,1347,10,False
02,44,4828,1013,14,False
03,44,203,48,7,False
04,44,6325,1370,11,False
05,44,5021,1071,16,False
06,44,410,85,12,False
07,44,6284,1318,10,False
08,44,4858,1010,15,False
09,44,1269,261,13,False
01,45,6185,1304,12,False
02,45,5169,1152,17,False
03,45,140,21,6,False
04,45,6325,1311,10,False
05,45,4972,1047,16,False
06,45,1122,243,13,False
07,45,6268,1347,9,False
08,45,5185,1078,15,False
09,45,1202,261,12,False
01,46,6103,1236,12,False
02,46,4551,910,14,False
03,46,140,33,6,False
04,46,6245,1358,11,False
05,46,4498,899,16,False
06,46,706,162,9,False
07,46,6300,1352,10,False
08,46,5010,1055,14,False
09,46,1248,270,11,False
01,47,6285,1354,11,False
02,47,4961,1078,20,False
03,47,258,61,12,False
04,47,6354,1380,10,False
05,47,4634,942,15,False
06,47,480,102,11,False
07,47,6316,1315,12,False
08,47,4964,1029,14,False
09,47,1040,230,10,False
01,48,6311,1358,15,False
02,48,4167,832,19,False
03,48,173,33,6,False
04,48,6268,1304,12,False
05,48,4705,989,18,False
06,48,433,98,11,False
07,48,6381,1371,13,False
08,48,5006,1086,13,False
09,48,1073,233,9,False
01,49,6255,1287,11,False
02,49,4683,995,22,False
03,49,231,54,7,False
04,49,6290,1313,11,False
05,49,4822,977,14,False
06,49,600,134,10,False
07,49,6334,1359,10,False
08,49,4971,998,12,False
09,49,1329,306,13,False
01,50,6251,1273,10,False
02,50,4964,1078,16,False
03,50,266,52,7,False
04,50,6313,1342,11,False
05,50,5105,1066,15,False
06,50,414,79,8,False
07,50,6308,1320,11,False
08,50,4784,983,13,False
09,50,988,194,9,False
