scenario_id,run_index,reached_accounts,total_shares,steps,start_node_is_influencer
09,9,6591,2500,9,False
01,10,6984,2699,6,False
02,10,6984,2720,6,False
03,10,6984,2702,7,False
04,10,6898,1555,9,False
05,10,6912,1593,7,False
06,10,6931,1737,7,False
07,10,6553,2487,11,False
08,10,6591,2553,9,False
09,10,6527,2436,10,False
01,11,6976,2624,6,False
02,11,6979,2691,6,False
03,11,6980,2712,6,False
04,11,6915,1569,7,False
05,11,6922,1624,7,False
06,11,6918,1671,7,False
07,11,6541,2539,10,False
08,11,6507,2407,10,False
09,11,6610,2583,9,False
01,12,6974,2538,7,False
02,12,6974,2666,6,False
03,12,6975,2695,7,False
04,12,6908,1599,7,False
05,12,6860,1592,7,False
06,12,6889,1603,7,False
07,12,6496,2476,10,False
08,12,6525,2482,9,False
09,12,6485,2531,10,False
01,13,6972,2716,5,True
02,13,6975,2648,6,True
03,13,6971,2687,5,True
04,13,6921,1577,6,True
05,13,6918,1659,6,True
06,13,6901,1682,6,True
07,13,6511,2511,9,True
08,13,6543,2555,9,True
09,13,6551,2528,8,True
01,14,6974,2671,6,False
02,14,6982,2648,6,False
03,14,6985,2653,7,False
04,14,6913,1652,7,False
05,14,6905,1584,7,False
06,14,6935,1764,6,False
07,14,6501,2479,9,False
08,14,6538,2487,9,False
09,14,6536,2597,9,False
01,15,6988,2781,7,False
02,15,6984,2681,7,False
03,15,6984,2706,6,False
04,15,6902,1582,8,False
05,15,6920,1698,8,False
06,15,6930,1633,6,False
07,15,6486,2446,9,False
08,15,6536,2454,9,False
09,15,6584,2533,8,False
01,16,6973,2637,7,False
02,16,6977,2660,7,False
03,16,6977,2652,6,False
04,16,6913,1601,7,False
05,16,6925,1622,7,False
06,16,6900,1608,7,False
07,16,6516,2567,9,False
08,16,6591,2497,10,False
09,16,6516,2471,9,False
01,17,6980,2752,7,False
02,17,6974,2654,7,False
03,17,6977,2599,6,False
04,17,6923,1647,7,False
05,17,6913,1591,7,False
06,17,6907,1659,7,False
07,17,6569,2575,10,False
08,17,6541,2488,8,False
09,17,6573,2491,9,False
01,18,6978,2636,7,False
02,18,6985,2681,7,False
03,18,6980,2643,6,False
04,18,6932,1624,8,False
05,18,6912,1655,7,False
06,18,6919,1701,7,False
07,18,6520,2479,11,False
08,18,6565,2479,8,False
09,18,6570,2427,10,False
01,19,6988,2682,6,False
02,19,6974,2660,8,False
03,19,6979,2628,7,False
04,19,6902,1583,7,False
05,19,6916,1656,7,False
06,19,6929,1691,6,False
07,19,6523,2512,10,False
08,19,6507,2543,9,False
09,19,6554,2486,9,False
01,20,6980,2661,7,False
02,20,6970,2607,7,False
03,20,6978,2707,7,False
04,20,6896,1570,8,False
05,20,6916,1619,7,False
06,20,6900,1682,6,False
07,20,6520,2419,9,False
08,20,6545,2525,9,False
09,20,6535,2545,10,False
01,21,6976,2637,7,False
02,21,6987,2673,6,False
03,21,6965,2591,8,False
04,21,6877,1547,6,False
05,21,6895,1569,7,False
06,21,6920,1686,7,False
07,21,6557,2556,11,False
08,21,6533,2528,10,False
09,21,6516,2449,10,False
01,22,6984,2636,6,False
02,22,6981,2644,7,False
03,22,6979,2751,6,False
04,22,6888,1555,7,False
05,22,6906,1652,7,False
06,22,6926,1699,7,False
07,22,6572,2586,10,False
08,22,6515,2437,9,False
09,22,6485,2479,10,False
01,23,6976,2680,6,False
02,23,6981,2593,6,False
03,23,6976,2698,6,False
04,23,6897,1565,8,False
05,23,6927,1707,7,False
06,23,6903,1606,7,False
07,23,6535,2483,10,False
08,23,6581,2574,9,False
09,23,6584,2535,9,False
01,24,6977,2672,6,False
02,24,6979,2663,7,False
03,24,6982,2725,6,False
04,24,6892,1596,7,False
05,24,6904,1559,7,False
06,24,6926,1723,7,False
07,24,6573,2516,10,False
08,24,6526,2512,9,False
09,24,6575,2538,11,False
01,25,6972,2658,7,False
02,25,6974,2633,7,False
03,25,6977,2644,7,False
04,25,6906,1524,9,False
05,25,6915,1584,8,False
06,25,6939,1711,7,False
07,25,6542,2467,10,False
08,25,6523,2520,11,False
09,25,6570,2473,9,False
01,26,6977,2679,6,False
02,26,6981,2685,7,False
03,26,6976,2627,7,False
04,26,6916,1589,7,False
05,26,6913,1607,8,False
06,26,6919,1654,6,False
07,26,6508,2506,10,False
08,26,6527,2486,9,False
09,26,6560,2476,9,False
01,27,6978,2686,6,False
02,27,6977,2601,7,False
03,27,6975,2585,6,False
04,27,6897,1595,8,False
05,27,6934,1609,7,False
06,27,6929,1696,7,False
07,27,6494,2419,9,False
08,27,6529,2465,9,False
09,27,6531,2533,9,False
01,28,6981,2626,6,False
02,28,6979,2589,6,False
03,28,6979,2676,6,False
04,28,6933,1640,8,False
05,28,6927,1728,7,False
06,28,6952,1761,6,False
07,28,6581,2545,10,False
08,28,6544,2520,9,False
09,28,6565,2509,9,False
01,29,6978,2727,7,False
02,29,6971,2688,6,False
03,29,6979,2676,6,False
04,29,6907,1592,7,False
05,29,6886,1583,7,False
06,29,6919,1675,6,False
07,29,6441,2460,11,False
08,29,6584,2516,11,False
09,29,6520,2579,11,False
01,30,6977,2706,6,False
02,30,6975,2664,6,False
03,30,6973,2626,6,False
04,30,6933,1632,7,False
05,30,6895,1540,7,False
06,30,6893,1626,7,False
07,30,6501,2501,9,False
08,30,6555,2443,9,False
09,30,6509,2503,9,False
01,31,6974,2717,6,False
02,31,6982,2706,7,False
03,31,6985,2667,6,False
04,31,6924,1583,7,False
05,31,6919,1673,8,False
06,31,6930,1709,7,False
07,31,6550,2485,9,False
08,31,6564,2516,9,False
09,31,6540,2491,9,False
01,32,6972,2586,7,False
02,32,6976,2751,7,False
03,32,6975,2728,6,False
04,32,6889,1598,7,False
05,32,6896,1628,7,False
06,32,6894,1646,8,False
07,32,6487,2445,12,False
08,32,6581,2525,11,False
09,32,6531,2502,9,False
01,33,6977,2646,6,False
02,33,6981,2663,6,False
03,33,6988,2681,6,False
04,33,6910,1584,7,False
05,33,6920,1673,7,False
06,33,6905,1643,7,False
07,33,6524,2509,9,False
08,33,6544,2470,10,False
09,33,6565,2548,9,False
01,34,6975,2632,6,False
02,34,6982,2668,6,False
03,34,6980,2707,7,False
04,34,6905,1603,7,False
05,34,6903,1639,7,False
06,34,6927,1672,7,False
07,34,6557,2528,10,False
08,34,6566,2486,9,False
09,34,6500,2527,8,False
01,35,6976,2669,7,False
02,35,6983,2657,7,False
03,35,6982,2692,7,False
04,35,6924,1610,7,False
05,35,6907,1601,7,False
06,35,6926,1655,6,False
07,35,6558,2495,9,False
08,35,6514,2452,9,False
09,35,6512,2489,9,False
01,36,6980,2663,7,False
02,36,6983,2691,8,False
03,36,6986,2605,7,False
04,36,6915,1556,7,False
05,36,6902,1587,7,False
06,36,6921,1664,7,False
07,36,6615,2553,8,False
08,36,6548,2491,9,False
09,36,6576,2526,9,False
01,37,6977,2652,7,False
02,37,6976,2671,7,False
03,37,6975,2595,7,False
04,37,6908,1633,7,False
05,37,6912,1631,7,False
06,37,6902,1681,7,False
07,37,6511,2544,9,False
08,37,6588,2638,8,False
09,37,6489,2505,9,False
01,38,6976,2689,8,False
02,38,6984,2653,7,False
03,38,6979,2614,7,False
04,38,6913,1618,7,False
05,38,6893,1623,7,False
06,38,6906,1671,6,False
07,38,6502,2471,9,False
08,38,6545,2513,10,False
09,38,6579,2519,9,False
01,39,6971,2725,6,False
02,39,6976,2670,8,False
03,39,6979,2608,7,False
04,39,6918,1535,7,False
05,39,6918,1637,7,False
06,39,6920,1604,7,False
07,39,6505,2498,10,False
08,39,6489,2457,10,False
09,39,6529,2481,9,False
01,40,6971,2620,7,False
02,40,6977,2718,6,False
03,40,6979,2646,7,False
04,40,6888,1559,7,False
05,40,6909,1611,8,False
06,40,6912,1641,7,False
07,40,6553,2549,11,False
08,40,6539,2446,10,False
09,40,6548,2475,8,False
01,41,6983,2711,6,False
02,41,6987,2692,6,False
03,41,6978,2610,7,False
04,41,6891,1536,7,False
05,41,6912,1619,7,False
06,41,6922,1657,7,False
07,41,6634,2614,10,False
08,41,6584,2550,9,False
09,41,6549,2555,9,False
01,42,6983,2719,7,False
02,42,6976,2711,7,False
03,42,6983,2646,6,False
04,42,6909,1621,7,False
05,42,6910,1662,7,False
06,42,6939,1750,7,False
07,42,6563,2510,11,False
08,42,6568,2540,9,False
09,42,6624,2578,8,False
01,43,6978,2653,6,False
02,43,6971,2634,6,False
03,43,6978,2634,7,False
04,43,6901,1554,7,False
05,43,6895,1695,7,False
06,43,6890,1598,7,False
07,43,6490,2388,10,False
08,43,6525,2532,11,False
09,43,6522,2481,9,False
01,44,6981,2700,7,False
02,44,6986,2664,7,False
03,44,6963,2685,6,False
04,44,6901,1627,7,False
05,44,6899,1633,6,False
06,44,6931,1698,7,False
07,44,6546,2442,9,False
08,44,6533,2502,9,False
09,44,6551,2477,9,False
01,45,6971,2670,6,False
02,45,6982,2695,7,False
03,45,6967,2677,7,False
04,45,6899,1549,7,False
05,45,6933,1703,7,False
06,45,6929,1701,7,False
07,45,6500,2453,11,False
08,45,6565,2548,10,False
09,45,6554,2509,8,False
01,46,6978,2634,6,False
02,46,6983,2673,7,False
03,46,6980,2738,6,False
04,46,6893,1523,7,False
05,46,6909,1657,7,False
06,46,6920,1699,7,False
07,46,6574,2452,8,False
08,46,6592,2556,9,False
09,46,6535,2526,9,False
01,47,6978,2651,7,False
02,47,6986,2694,7,False
03,47,6984,2646,6,False
04,47,6919,1645,7,False
05,47,6914,1632,7,False
06,47,6902,1692,7,False
07,47,6543,2520,9,False
08,47,6574,2519,10,False
09,47,6551,2434,10,False
01,48,6966,2682,7,False
02,48,6977,2696,7,False
03,48,6979,2582,8,False
04,48,6928,1610,8,False
05,48,6900,1680,7,False
06,48,6914,1652,7,False
07,48,6562,2574,10,False
08,48,6567,2490,11,False
09,48,6549,2475,9,False
01,49,6975,2615,7,False
02,49,6978,2630,7,False
03,49,6982,2702,6,False
04,49,6894,1591,7,False
05,49,6924,1654,7,False
06,49,6929,1728,6,False
07,49,6516,2489,10,False
08,49,6485,2543,10,False
09,49,6590,2572,9,False
01,50,6983,2672,6,False
02,50,6977,2655,7,False
03,50,6976,2624,6,False
04,50,6912,1589,7,False
05,50,6946,1618,7,False
06,50,6923,1671,6,False
07,50,6519,2533,10,False
08,50,6565,2541,10,False
09,50,6560,2539,9,False
